"week","contractId","contractAddress","creator","global_funder","global_funding","global_owner","estimatedRewards","global_period","global_total","global_initial","period","total"
1,400920,"CW44JRNRMO4K26JIKROZQZXQ626I46JO7IKFZ2YMOT6M3PZTIJZCUADZ5Q","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"2RMPWZ6VDF5FKNIWLQQRJFMIXRCOML5NWB2XBLIUOVPQCW56F7VTUQCMAU",,18,158870934256,"74900000000",,
1,400851,"N7TDCLBDDS4YQCAQDE43PKDCDJPXLKLLPU75JUT2XQE7J7N5WSRGUXHRL4","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"73KBVNKEBYBG7BQQLY4GCXY64DQU3RIXRMYGJNSWL242GZQ25LH3YESP7U",,18,3295140,"1553500",,
1,400844,"LGJEN3WNFRBRCI3BFFP24SMFBBDKV4OBRCJAILPKDPKUPVZJZ6QS4IOL2I","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"GOJFYNMTLD65D3T42MY7DK6D3HFUTNV5LNAKEYIHZRG5JMCQYDVLEGH5QI",,18,36767273356,"17334000000",,
1,400791,"KIK6Q7KGC3HSYX3MF2OW6R5SS56AXRND4WPPBHOFQCKSKF4X6WK65ZISTE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"B5AEQUDUSADZXTREO4NXLRVT252XCWYY5RMMTUMJ6VQ35NGNL7TTTI4E24",,18,4242211466811,"1999998554500",,
1,400782,"O3JZKDR7JFOV6LMVN3HCHJJMVVOGY4ULKAKXUPGG7ST3T6AZ7RJ3ESOGQQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"ZYWSMZ7U2BAC5N74NB5CLX3K3JU3F7Q65PF6XSAN4MHHA52MBUIKITGSYI",,6,41261969688,"39071786500",,
1,400755,"6HSHPHNFU4GHSED5V7XHVWGY4DMOJEMWTIT6B6H3ZKSKVOBXVUCBB7Q7WQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"4ZIN4GDZ7AFUBHP77MHUAHNZVFOKEZD4SC5DGSYMYXJ3HDW2VCG3Q3R24M",,18,254541773666,"120004196720",,
1,400743,"IJO5VJSUDZVSBEU2HZLANKZ7AKUATJJ43H6PYFKVJKHG62NR7P3P73MR34","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"OSASRZ6BE7NY5OQOQOSVV3NRRLKV5NKMPPPGY7P5IJP4FXNHADU6TKJXVQ",,18,9025311419,"4255000000",,
1,400736,"TUTCKOCEHC4AU3XC444AHFIHIA7LXDONENWQN5M6UHIBQAU2JIKWNISR74","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"I7VZ5WEIS3M7HUWBPGHTD44ZTIOYXFFNICB2JLYGIZHI2CFCGYEL5BANAE",,18,66516877109,"31359506500",,
1,400702,"Z32AKYRRUG5IAJXV4YOXDQ4S63MURCIYRBE65HLNFK3X6Q7CS5M75WFIOE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"HM64TVIMMCT4TCEPH5PTHRBS7H2FMQOB6YQJ55NK4I5SA73AGG6IOX2MPM",,18,2121107,"1000000",,
1,400657,"FGHC3K7W3UE7TRIRZJHXZWU3CUCEGQF4CG5AP3RUV3KPQZQ7WZHPEM27W4","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"NNF6Z27GXUGYKQ4PU5TLFGKLIZH3YS544SLVBTXNDZ2BLCBV4YYNHQEK7Q",,18,106055363322,"50000000000",,
1,400632,"IWQKODDYTFESMSMURCCQGJU7CYRYCP7YV4VM2STVV574436XY2PEVMSMCU","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"BXXX6LWTLI4OVOV2ES3TILCTQAU4PJW6VYMRBJFI3CMVXRVSRWS2RPR4VU",,18,3295140,"1553500",,
1,400622,"JFAZ2UIXWUYZIKWAK4R5DPNKJAF2AJ2OUXXPEXEOB2G7G6MEHMZYTXQPXE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"OVDREAWPFXYWMJLDRWI3LHCIIEDTZI7G7LK3AFLZXSBUSC2BPK3QGU7WII",,18,3284535,"1548500",,
1,400615,"LJZX653TWG5BUPVPW4U46V6RJDUA5G2FYUIBIT7JI7XM7TBYPDCA7PTMGQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"63VHG2ME45CQC6GSX3GQ2RGWJWYR4FOBPBHNIOS5TYNNTTXCHK2XRJ2DY4",,18,190899653979,"90000000000",,
1,400608,"RWEU3KECNU4W2VVWTY4YDP2PKTVPIPO76YQNPEBC3BGKS32TGU254AG5QQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"OSASRZ6BE7NY5OQOQOSVV3NRRLKV5NKMPPPGY7P5IJP4FXNHADU6TKJXVQ",,18,5430034602,"2560000000",,
1,400590,"ACIFT2FI6JMRBWSIH4U4IOETIASOHRX3I4WKADKLEQB2OH3TAJ32IRYEKY","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"RNEGLGIH4MOTTAUPGNNWXPZX56LZMAKN3WHXSIABPGUDR4I6JESVCO5Z7M",,18,740266436,"349000000",,
1,400562,"2FM3WXN5DAEVUHZ4AGBZNKKAT3SAHKHKWBHYOGW5HCVH5MYD7N44OHUEXQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"FVHBLPF26FUYJIW2AYPO6LO7R5FI4SVCNCACTBW6VT2MZ7KAPGSYCXKCCY",,1,531538869,"530712500",,
1,400542,"MSPZZTXUJOYJUD4SSBUFUJRWMRHY2YJTMPKDB7HRUMR6IXDC6ZFNXQWNJI","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"VFR4XCDMAXMDL2EPK5E6XSQOETSXVD5EKIIDNWFWVNMRPC6G4LGH6AKSHY",,14,21029339040,"12530884500",,
1,400534,"XHG4KQSL5Y5WXAIWFJ7JMKPWD5CG4NO7DYX5ATSO2SFWIZFRRWIIH45OLU","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"22LJ6W6SWORMXQAA2DEOPYDP5ZIY3Z5327Z5NKQYTA6PBSHVQHX23JH32M",,18,26110830450,"12310000000",,
1,400521,"PCYB3KI56AEEKZLNIZTEIIV7HC26QYC7OFITNFL7CWKFKNJAYPVQFMMMSE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"AE7J2DFIHOUO4SEC5FYKVORIJGYIKV7JW5DQRL62TMCTGU3FZNYZZFQSSE",,18,2099896194,"990000000",,
1,400509,"VNX3CP4N5JZR5HJG4AGQLTUFSIELLKXIZTK2PNFISOK4TE3HJQZAN6S6IE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"QWMPHWZH2XWGHUI5LNK7N6AX7PU5WHUZ6RBNHAQPK2SH72GYLJI4G2PQKA",,1,4749576036,"4742192000",,
1,400499,"AXBCOAXIMCZHEW5NFMLYNTUPFS7DWV553KS37YZAAMTNTPONENVJW3MOV4","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"QWMPHWZH2XWGHUI5LNK7N6AX7PU5WHUZ6RBNHAQPK2SH72GYLJI4G2PQKA",,1,1001557093,"1000000000",,
1,400491,"DLLBDVPJ4C6NLD3SEFX5IMXJFGIEY2PNHWGQHVYN6EM7OBVK5UGHKCCLAI","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"MPYVBN7K2TXP4MVGAZJ7GO3BEMEXL7PY5OK4K4RVM3JAY53YMUHGALLZDU",,18,85577248818,"40345554500",,
1,400476,"WXAXQP5FUFZS7UPQCWD6W7ETEJCZVCP3KKJJKZXZ4T7HXCEVXL7XP2YOHQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"NBI5VML47OINW3HGG6OVUMTXRTKTHSKDNO6OJLWJXTO6YH7C5QHXKU7DK4",,18,254532871972,"120000000000",,
1,400466,"SJG555E4SOT4QGQMZ6ZCUBIJTDIRYMPYIBJDWQQTT4M3PSKYYW3PZQNM4Q","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"VFR4XCDMAXMDL2EPK5E6XSQOETSXVD5EKIIDNWFWVNMRPC6G4LGH6AKSHY",,15,10459730885,"5881054914",,
1,400458,"TON3ZBCRLESNCBE65YGU2OZKNLOZB225A5X26KDYQ7GA6UHHLQVJ7IP2PM","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"JRXEGJ5RSBPD4DIMAL74AGOAKWP3JEDGZRGJWBJYFMFW6W34X3DWB7ELKM",,18,239732603154,"113022385500",,
1,400451,"ATGXE4RUYC556A2TGMMGCIKZUAOM3KWA2VEGL5HC5DOZAUK6QDDYBH7C6I","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"WOFJSEQCSH6D2GGTU7AM73TAZHDUUQHA4DF3BMBXEVXOTCUPI3XC4N6UL4",,18,153114871695,"72186293507",,
1,400444,"5HJFGYMLSXDCS6PLQI3KXNCFI5DNROG6OPFMMKC5NKUW5T7QFPSUWTYJIY","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"5SN6CUEJLI33LY6IMVXNYAM4DYRO467SMMEWW75W4L2YCJ6YMKOAUQ53K4",,18,2121107,"1000000",,
1,400437,"55RFGM2M7KG65CO5FLJX6BGRPOINBS2KGTNNXXTPY7D6JACXUNRPET3DEI","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"NFZYPGTKBAA2WNR2N4G7HUUA5R3BEXBRLUAPH35FS2ZBMAMEXNKXGFSQNQ",,18,220971415266,"104177388274",,
1,400429,"VRTSZVOPD2RKZ4CTSCYANMGTOJCV222GZVQQJLN2ISCANAZ6G6BEC77WYE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"YT3PMBA3COQ3HLSRYBQZIPWZWA7HLWSXV6JLALNU3PFPH3DZMRJEH33ULA",,18,2121107266,"1000000000",,
1,400422,"7VXBA2OI2QTKOQEZDSSP7YVF4ZMZDXEVN67RU6XR7ZYGS3ZXWWTX4IUZJY","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"KSMGUNSX2IWGPZUHU5GPLLD7762T3KUKTPQZXCKNTVMSNZNKQ6RA37AYPI",,18,170842463668,"80544000000",,
1,400415,"UY4K5DLU6TBZVEMAZGXYXAI63M5ZQDXZHSBHS672A23DHOTM7A6XB5BIFE","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"HYN36CJPDPQEG7RNV5VDX7HBGLXOASYZF7BY7OZWJC5OMLDLWHFNMULIRM",,18,43857495434,"20676698500",,
1,400404,"O4SPOOOMDMHEALBO4H5R3NRFDQVVJ4Y7WI67QAY6S6UDF3AIVDI3T2KW2E","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"OLT2JLID7FW2DJRMTDV6AZNELDFSQQMFV6DNQURTYWWG4TPJRRQYPZWWHU",,4,348471,"340000",,
1,400397,"C4L4DOUKHVR7I727HNBWETTV6QKI6YGKKQP656KRKEX7TSOYUQQYXFWOFY","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"EVWYE75KM6C7BP3KJLOKRR3PK4Y5CIPLLO3KTPDL2QLDLNVTEBUJXL6U6A",,18,50906574394,"24000000000",,
1,400390,"GLATXZDISJC3I4THUEVP5ANTOG66IGPOIIGVTGZ6RGY4UMX4KMAKF4VKKM","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"E5GUVQTBWA22XJWCIIPMET4VZPNHOZUB2E3VTRYZOKOG3FIWBCUPL6IFYM",,18,160578425606,"75705000000",,
1,400382,"ZWES7RROIBRLGZGAFXPUA2RJ2RKN2ZPJIIU25FOPEQBDJYNCADBGA7W6OQ","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"FZDOXISTULFJLRVGXULILL4A5X2OMV2YGZZMC6DEXLELFNEZIGC4WJ6XZY",,18,90718853133,"42769573500",,
1,400364,"DM73QQJN2FMZ6UXDMSHLDN5Z2ZJITZJZULNUY5NP3YRR5QHFU54NU5XKII","U3JFLNF55P4X2GTISLPD2DEBEXHJCG6EK7FX4EPCP4WBFRHEX3KUEMLYKE","62TIVJSZOS4DRSSYYDDZELQAGFYQC5JWKCHRBPPYKTZN2OOOXTGLB5ZJ4E",,"G3MSA75OZEJTCCENOJDLDJK7UD7E2K5DNC7FVHCNOV7E3I4DTXTOWDUIFQ",,18,2121107,"1000000",,
