TestnetTotal,MainnetP0,Address
2756178.555736,120979.977667,AXP5KBMZJD6KRAVESZFZJRWNG2B62MRUHWNK7IEIKMTZYZY3UUAJX5UFXI
2750229.300077,120718.840443,2Y7HKHUQSNXB4CIDZ7K7TR5ABCSL36BMSXJPT4PAF6WFSHWLASRISC556Y
2746624.345849,120560.604221,STABLEBIDVRZ4NOB76MBUPRY5QDJEQBHNQW7TUQ3DHR4ZZ27AWZU3U6DVQ
2746483.913616,120554.440075,X5X5DSLBCTL42YSNDYQH3PCIIUYOEQSXRYBOH7L6NK32WWCLUYQEP53B7E
2746299.490855,120546.345003,DQVAPFLH3ZOG3LJPFCDATKKTO5YXM77ENZBAEO5LPL7AO6QASBEEKDVS4I
2736758.020063,120127.530729,FUINCLE4RQFLIZMPFTEGSDAC6LPO4OVS2QNLGSOIGET7IYD7SCSZUYPUHI
2735147.599511,120056.842767,YEI2LF6D6MAJOJ3QHRFEWG4Q2IZVI7AIPPW44P2YPOFEIUOGGALZCTGEIY
2734687.377262,120036.641726,JCTHE7EGML57GBSFY4GCVFNMLCE55FZ7NEG747KPBCRSJGVCZ6BWJJ5P6I
2723857.264403,119561.263667,4OK7BL3UWFYOAKOIEBS6P2KL3AVNXRHGZHXXSLLFFH33SWTEIKKL2HWHFU
2722102.253269,119484.229032,5XQMZO5XKLQDKVI42XK7EGIWILRVGOB3OBEF26WFAVX6Y4FQWL2KUMXD4Q
2708933.270251,118906.188373,QMVOVBS3XVVTYAWJRBKV6PJE3ARU2JAQKVBFQHKMAMJEJP5J5JVJN5C4JY
2686427.366531,117918.31198,4MD2KSGCSMXMUF6PKDZTYYQJ2M6GI2IMHSELVOGDAKJNXA4DCUBLL77OUU
2686165.395394,117906.812992,PINWUFIGWV7IK2YGC2KP4TOVQA2UMWM5GSTIKG5MHJUSPJ5DCHBNSPXJKE
2635333.452624,115675.590604,ZVFJODKUHQCSFVGRJIF3CSU2AAU2AM56SQPIY24ODHP3ZQFVGPUPDCAFGQ
2621084.2013,115050.132538,ZU267GRO4ROKJS6K2RYHYEFKUVJJZ64MWIWSUGOLDF7N6C52OECFDAKN2Y
2595741.941967,113937.756868,NZ4M43MHTTWV4HBG6YZDAFRXO7TEEUA5NF4GYBKI64QHWV2F6XH3Y54WP4
2553522.25829,112084.561843,OOEDQF6YL44JOIFBDXWVNREBXQ4IL53JMTA32R66S7GLKEP5WC4CL4SFLE
2552338.589584,112032.60577,ZJH2W6EUELASJOUFBVFTROFGP3COVDPZTMBZHWRMTGEJYEHQVGAHMGWMUY
2532357.833328,111155.568453,FJFKBBY6X5RKZMKGS4R4CTW6SMDRTELNEIRC5NILWMN5BAPUNIGCY3LYWY
2531311.115952,111109.623736,POPOO6QSUX2UTF4XCRY7WHHLSQTRDRTYIE7YW2DQ2KPGLQRAA7ZTCGLET4
2526205.259433,110885.506758,7RB7URC3TAEVOPUFIGXNTOV2525ULVCGSZ35DHTGMMBZI7XAIIUWVI5LOY
2526129.416654,110882.177708,VPVFQVS3BCEAK5DJMKPSQW6F44YQG5RU6TP4YBREQ5HWFR2RPUGXR5Q6OE
2518255.992613,110536.580844,CH7U2IH245QDJOXXUHBFT3F4HQRLOTTRCDIR7XY3PCPYRUAQMFDTXEVI6E
2503119.682953,109872.186151,UYN332CM6YTIPCT3PRHT52CYILSZLLNI2XJ6XIJYNDQE22PNPPXKSK4POE
2497977.786428,109646.48723,HPTJN7GF7W66KSR5DTB6CDZNHNZWEEQSX6YFNIXM7FF4CYMME6IOMPW32A
2491948.497473,109381.837016,ZHP62GN33O7LM4LUA5WRPM6CAZIO2R445UYITEU4OFMB6GMM7ABP54N6VA
2490801.639375,109331.496712,7QQUNQJ6UZUQTLZFVDEB7NQGHVS73E5S2AMUKQNPIENHC7MHMNKNFVGSE4
2461607.210331,108050.033519,GBVTLLYJC73DDU3XMBWMSZM6UIXWJYUFHAMUT2VNEIKJGJTKGN6FOQCJWU
2407665.085888,105682.292504,UFKUN4LKYDKH4GSKTNUYSWK2ZQ7VH6K7WSSKAXESQZMCR6S5A3BHYCKZQM
2390116.296777,104912.004197,JAAEBTA3R4CP5VGNGMLLQ57DLCQ2M5LKNGA3NI5FIHFQQWPV4E55NAK37E
2388661.45302,104848.145139,OGAQWRU6U2AXCBNI3EAFAKS2UGFZXU23NFTL3CLWD526W4CF7B5ZA5RTAA
2361692.375197,103664.361735,S4HNVCPZJLTZ5AQWLH3ZTLXMPPSKRCVA5WSYFAYXOSOBFFG7HJYROWL364
2347972.706285,103062.149213,QGQ2RNBRVNOTDDFJI76XADZHLWQDRPOZ5X4XP3O2HSVTRVTOQ2M4W5OHPM
2347340.11627,103034.382244,KSJCRGIZREU7Z63THWCI43W7PTF3XGOHPDPVKXIJPUYX56HCLSAZPSEOKE
2344176.108959,102895.50099,GZKAYA3XLEIT7BH3EQS2O36MKF6SXAUXNBPRVJRS3EODHXINEOOGL6LB7A
2343000.137151,102843.882765,D4VYJWR6NVNYYDU45Z3X7BNNTV66D2LVRQ5ZPCDMGVKUAAJA3TN4IQOQ4U
2336112.841441,102541.571117,NX4HD3BCC2BSZZKH5VFUFE6GMTHSG7G3K7XP5ZER5TV65MN5HM3OERYUEU
2321003.602488,101878.364669,F7STFGJYLGWWG5HCIDBU75YKJWWN5PHZIZ6QSKISN4G5RHQV3KPBE77LPY
2266438.218346,99483.266231,L5V2I7WAZ2EXNUTY2E7Y72OBTAXWB6YOQQ5JSYSMJ45OKLARJIKITO5NR4
2249465.63943,98738.270151,7UTAHV4YNYGEPPOGW6HESRRLDVGZKOCYLFJZMUO6DLVP7BZKO2UMKPICKQ
2248378.825713,98690.565441,HIAQW5UM36UFYYDDKJWZCXDAZ3O7KQOQJ6PB55X46MABVQBKJA73NBY4FM
2238115.532818,98240.067434,6TWRENWD7GH52SP3VIARTJV4WNYISVD46WZDP23NGRXEWCZ5P7HY37LHPQ
2232642.757421,97999.844883,FZDOXISTULFJLRVGXULILL4A5X2OMV2YGZZMC6DEXLELFNEZIGC4WJ6XZY
2208028.813892,96919.437979,HIKZJUQVGAWIWFBKNH2YQ2TE7QU6TBHGCELAU46OPHMTSKQQMWVMKEDE6A
2201223.601451,96620.729303,2OX2UN54GZLNNSCQ6JF2HZBZX675JKDOXWY4GCT2ACP7PSTU6JIISXXFSU
2175475.450351,95490.537379,KREOFZLBZNCFTBNY4NQQMYZHPZLCCHR66FKZ3DQPXY6BIXXL4YIS232YAU
2149222.99674,94338.20955,HSTDHSKAAJHTEHFBS2RVBFF4LNHAOE7LYHXURDXMZZ4ZD2D44YCSM3EGJQ
2145015.804724,94153.538642,KXOAPC36Y4PGDWRDKQJM2QCWXD7NUGERBCOLCGMEESYLDEY6LLE4FBS264
2141147.347589,93983.736197,VOIBTFTHE2BJEPCWGBCXZJ2F3TGW4KKPUCWHMOK2PI7LEBV4EBSIB2OWX4
2123560.759576,93211.78874,C6YYUZ5GKITPYG5GDFYLHBLBEIFRCNCK42I36TVNNSJAS2YD2RL6FCJ3XQ
2118704.98893,92998.649057,UCLIHGXKSALDYMWLAEKLKJXTXF6QYDRI2AWL7NJYTZD54YV27BFSWNRFMA
2096238.872519,92012.519093,K7UISBCIZEMQAYXWPOYVL6FDF46XRA6GYGW7E2RIROYTAT5XZ3HBUGQCSU
2092428.762804,91845.277755,LVDOKMWOSEIXVCOONSVMO7X6XWGZH37SJGHW466DIKSWMT3UVXO7NDPCPQ
2084336.901584,91490.092788,I7NF5EWAUHZGFGVR4BNWST6DKWXRFWMJENGC3THJOXNTA6CB7SXAZENWTY
2078441.092841,91231.301568,TOCE6RGN5JBVTY56L6ADTA2HA6ZFTFHF35MFNXHWXW5NZRBPHVJ7B3VRDI
2072277.867423,90960.772334,Q7F4TY7YT7U7YH3C4T45TYAR3OLYHHXYHS3AYNGIK54AKR4BDYSLND4GFU
2062929.644775,90550.440513,3ZJJ56GQ7WKIGFTCMZQ6RSQMI5CO3UQMDDUUT6C7HAXKX3W4NPVAER3FIY
2059623.309298,90405.311892,Q6AK4J46UDJYCUDNFUTTB73IIWKGDCBUEXKO2UQUI257BIOBUTS3J2BM5I
2054915.357362,90198.660578,TSSZUO5D7FRP5MLZGZC4STTJGUBMNU2WLP36F64FUCQZXXF45BFKK54XOY
2037097.786948,89416.574357,NGQSFYI6GNY3QH3WAJFGJF75UVO373E7Y6JPMYRQBEAQU7M5QMND62353I
2035165.046492,89331.738454,JDC7ABGPYVRQ4ZFXGRFAONGFXGVVYI3DN2FLOM3W26EVVVO7LPC3QCCONM
2016785.36259,88524.978767,JGD3QFCEV7WST5APMESFOF6HBHE2QXTCBOU457P2AODKD7MIXT3VOISXWI
1993176.8363,87488.703749,CJGG3RLQUMTUBUKIPD7MYZIFT5JOI4ZAXDTCX5DM4DAZ4JN6MLGFR4GQTA
1988352.744958,87276.9546,6PHC3CRGRLPLSMI7PXWSG6GH4OIVPZPUGQRCTXS5XA7ZFPSWWFMZCNP7HA
1968340.354612,86398.528733,N64C7FDIU46NOOFYEU4MYXTTNXWL4RKGIWWN6Z43HOF4LQZHWB6RRXDJHU
1961637.78301,86104.325384,BSJGVSI6WLAZNB7HGQ4AV7AJ464NX6ADVELKFSLWWF6QD5E6VJTQOKGXGI
1952308.389643,85694.820057,HOQPE5J6NYVC452ROKG2RB4MOTVH4KXCCDNLAB6O3LEQZGYBLEITWJ5GEI
1950641.679369,85621.661309,XKAQNIL372Q5D6KBV3VNA4D6O4ZOPHAVZSM34D3TIAJEOMVKSM5X65CSEU
1946825.426034,85454.150303,ZKW6PTTHQMDNGNXCH3GQ464XP6NW7OTW4SR2VREFETBGI7TASIG24HSF3I
1941114.486795,85203.473764,CQ3I6XHY6BJIKGIIW5TQ4QTOL2ZRFWYBPA4OMEN7JJUCF55ANJYEYQAY2U
1936430.938212,84997.893613,XGZNOT34UQY2M6OY443ETTSXHJ4ZKXMO4U5745ESVOPC7Y3PDJL3SYFUYA
1934994.800369,84934.855635,N437VVQA43H52CK5ZRTRXBJQROCUCFNWPSGSICMI4HRFLKRNJRUBRSMEKQ
1932357.264134,84819.083355,MSBBB3E6NG3F4A34NULS3XL47NYC55XXRNIFOXIF5NFIEUCDEISEIPAASQ
1920062.707182,84279.42484,H6HCKZAXA4AISIC5QWNGKKAWURK2LAMK77WNRSKSX64FGM5KQZIHOCTNSA
1913873.136289,84007.739195,VIMNIDJB47IBR5Y7MCEU5S2OLDTQQJC7FILOU46JHBZCJECQYAFG6JS5YI
1907690.26753,83736.347735,CREPE2LPXG7ATFOBJC4RADFEDOQI4N6BWA5YPFE5JKWMHG7PVYNEQETHGU
1906674.480039,83691.760657,MC75APUKC4IXFP3B62PJAYGOYFTK7RBM5DD7SABLKTBMPTJLLKWWOFLLXM
1900477.949906,83419.769542,OV5BLRS7GNUE6SEIOKVPXCBYDCHKDDVKSRNUZIDUSL5U6BIQJIIH7BF2GA
1891791.482041,83038.484851,BVWZNHUTAXJL754GL3RTCSDMOO6LYV4JMUO3M7MGBJ6VPAMBY7DRYOGLSQ
1884985.176264,82739.728184,WEYEUJ4KJTQWV6C2IIGZRBZI3OWNYO657Z4LF2BW6SRVKN6FDZZHSPFOWM
1880660.213111,82549.887818,CGWHL4WVWTVLKJNUPGSGN2VLLG5774ELJI6EHH4AC2LMKU3USEYPSFWLAI
1862644.245158,81759.093115,DKSUEYTIWUL27WLAV5Y4WFDPSWMYB3MRBQAWIOVFQCG3LOKJL6YHOFIO3U
1824884.450061,80101.660886,SS5CMWWAJOXEFNN5O6X675VSHK56ZHFDBOWGRRG3E4RI7V3IHICEYNMONE
1824459.48458,80083.007409,FC4MBLUFVOETHBKTDUDIND6AGZ2MAYIGRSWLOVQ44UMEFCG56TXSSRBYRY
1814354.155811,79639.443095,RE3OKDIXCNED3J7WJUVGSDUIJQLRXNC4YDUNZMMOBDCBRJMTZWJN2DWHPQ
1799782.074039,78999.814678,QODLGYNCHWGLSATBWLA754BENDAFKLDZFZLMD5KFOV3557FMFCY4KYNSYQ
1789779.045054,78560.740722,6PICJA7JBIWDAJYLWIMZTYBS62CJHGO6W4KJ2XC3W7RF5UHEJAUZUJSHWE
1776593.877379,77981.989651,DHRHWRHFGTZPC7E3O7OIBI5TWUWV6ZGSMEBIEKKQQBACHBZYV5VJDLSTN4
1776492.670588,77977.54727,6T4DBKTOVW57RNTH32N3AS6NOCOBZI232FRE4GHYWTKLER57BTDUM6FREI
1768365.997418,77620.834263,FZPGANXMQIHVSWYN6ZXS63QO5A5X4LEYCB4O52IP37HR6LY5RJY6FRC3LA
1759287.49087,77222.341387,VXKW5Z7NMJTYOSGNJAICCSGRZPVPWW5DSJWGXKH7YFGOXEPS6BAC57O6IQ
1755817.916098,77070.047525,LJAD4A7NQ5VNK3SU4LOTUBSWWCK4CZKGP5DF35SZWT65SEGY3FSQVRZPOY
1745616.049807,76622.245784,PET3NZQFX7BCOF5PENO5O3IKL65OTI6TAQH5AWB6OR43QFKALJOGHNH7MQ
1743539.824682,76531.11175,DBWU2IEHYZPFZ4JZN3CAO4D43MV2RSBOEIER6T4UXHMZTLH3T22GZTSKZU
1736680.43316,76230.024931,5OW2RJPJKZIIOKZCOS4O4V34HFNKTH53T44JDMGPJ24XQQ2USR4OJERW4U
1734001.713004,76112.44492,PKJ6ZJBF4IZHVOAPFMJSXUAN2AU43NADPD5GM57RBFS2UYXQZ44E7EEN6E
1727823.638585,75841.263903,EOMRKBSH2SY5WVXF2UCBXS5LVUH3ZIJTSYMMJMZA2C2LBFEVORHVWJD3KQ
1724603.419916,75699.915302,UCKFFVYZATDDMO7VICG3VA7AL2NO43TLKRVVJ3ZGK3XAJVHA2LETE35ODA
1717626.747753,75393.680555,THURSTY64LQB6NJOXMM3DNLBM6TMAFT26TH7J3VO5AR2DOEIR5CFF7OPNA
1710280.896099,75071.241006,THURS2CF2SIXT5UHJDV7OC6TE4OXZWT6W6KCBIKEUHJ26IT3HBKWVJSGUI
1703698.739296,74782.323156,PECUMUFJC2PTAEFH5P6JE3IECOOGYCP6GR4EQSW2XPSUCIS3EIKIYTSMXU
1695269.260337,74412.318762,HD4OXLRTBFF5NAWEYDG6HVTHTCFWE3NILIESJC3XHLDQYHWJN5KCO4BMQE
1690076.169333,74184.372705,EEPCI5R5WCC7EX7THSIHYENKVOXZG4QDBMHNZ6EK5423K3XYNGELXD3IGE
1686585.665698,74031.160189,N4QNRSEJ6BVLY7RRES2AFLYH3OCJQRZDZYKXEZWZWSVZHAOHY7MI7P6KPE
1672960.943796,73433.115281,3RWW7BCSMPMOIFQXVQMOYOTOO7OKKZ2SXHNKRPKJ657PJ5NS666KBVPNPM
1660907.040647,72904.020048,LPHT4A2DTKDDA6FIRTI22HZZCJKM7WA4KWL4CLLOB62G7PAPMYLRUUUMHU
1657304.461539,72745.88808,RIM6BZBYKDR5A4BAGRO2VIKNYXFR7XV3ESUNKS4F4EOUVCDJP7JYGUGQ2A
1648108.235081,72342.227995,BSCKOQ4EPV46VT6JZYQTORTRCSD57DCMAX5JJCSOTPVYJORD5RLGGLQZSA
1644660.26556,72190.882475,PXDO3GVZY4VEOQCJDT2L667VRAIYGFFEMOZVO2V6OQOKYMJ4WIALVPMDHE
1621127.028608,71157.912214,OVQ3Y52NSKUFLHHLY4LQ5SHNEM3ZSAFNXMWNUZJX2IBNZAF7P5GXHGEOJM
1613632.764778,70828.958247,OEFMORUPNZUVRELNRYM3NWYLTHVRYMYBTJJLDD2UN4KLU4S5IFAWJ3S5XY
1610100,70673.890716,IMRNZCAIIHOQ6EYVBF7VLEFIFEBUQENFGHUYSLPXY5E34WEDQJFFLN2NQQ
1599165.7051,70193.93968,J2AGZPQ2XUOB3EZVEUU5OVOGVA6QWLAPBIQFBBFJWTCCC3AAIPDW5Z6PRY
1599109.104882,70191.455264,7YP3IOTG47W6JV5EBF2TBSDKI5NTKA3BCGLHXEHHYBRSVX6IQAF2G3R4RE
1597730.330527,70130.935205,HEYXMPYMYFJLWU3MSFFWDZE7T4DUMR26LL6ZFJFWCQHQWQ3K33UBJPS5SE
1594054.395696,69969.583353,KW5D3VPY4KLTYWHTDSV2SO2WZRTE37Q6XQ7IX3UJAWE3YP3EWTRBMZSP7E
1588433.514105,69722.859813,TPDUON4QX7RV737HWC2QBW2VUBNBZRFJMYMLTNG5D5P36R66O5PF2Y3BNM
1573868.724362,69083.551473,JCV6YHAGDNFHSHWFXNVVYZYDV3AB5MBLRQ7QCO7Y2HYWHANSEKSXA7YBOA
1560325.402046,68489.079526,UHSRZTWHXK3TJXYOAV6Z354PDW63OON7ZWW74ILWPQHZEK6VLUKI5ZPJNA
1542162.854819,67691.850859,MAKKE7FC2R3BM4EMU5P7NMDZWKS4EBWJETNDAV3OBETWDH5RXSG5XM6ABA
1542026.260534,67685.855176,TG4XRUVGGQZOS6JYNRFN5EWBL2ZKWKZHIOIC2OKURX3FPFYKFCYJ7X44M4
1528783.495113,67104.575903,HEYHNP6M2PSW6BJXCYEFBUK3EAJZSQBEFRGKSZZX5KVFABFOJD5KQT4YFA
1515042.715469,66501.436745,JAXTSTR5ZSGULUUA6UPLGJ7TXMPYDXGWPXZH4WE4TSGO3NDEBCKJ3R7HPI
1510828.839787,66316.472464,XNJRT6S4OJAROTS5GQOHG54DTI3U5F6O2TXLWHYR6OF7QAQIRUAXUN4IFI
1507458.076089,66168.515824,5OD67F3QHNVGMR4DRZLFOQTK37UCRR4GOW4WX345S4HDNNGDVZYTF25Q5I
1498002.398915,65753.467383,QKHXEAXOC3WO72JJS4N4KWVVBNOXNXVUTRQQSURSKJ2KRWMELXSVJ3VXEI
1496733.335593,65697.76299,62QNIIHX6DV4A4F5Q6ADVXGJ74HR52L2EGODKP4BSKHLKDEFUJBMDPE7SA
1496518.612291,65688.337904,CJHPE4333YKLLY5KZF2HR5G4YYYI6RO7JPJSTTEE3KZNNXMQM5V75B5P6U
1495745.91088,65654.420871,QAJJWRYIKZNPWEYMU3L4CSOSY22T7BAY72XM2GWHIRF4BHHGS5YG4SNNAA
1489201.293593,65367.150784,K6YBGGLKWEFVFIGHYW27IHPFHGNWGBKQXP7KADCCHYSDUWC5E2FWCSIQ54
1464582.420323,64286.527494,VIHXEFHIWKDIVQYUJDTQ6O6WRUN6AWHAUWQHFTV3FUEA7YVCWNP6GL36N4
1453837.440623,63814.886279,4NDEJKMLZEY276DZSHT2WD67L5QQE2ZHX2UQAZ2N5N2HMLHDCNOPQAUM2Y
1450008.999,63646.840279,SA6ZPOLIBDX6QVAL4YHHMINFWTGNKGBA5O7CSWFBUV6DQRN6E36EQIGPDQ
1446987.585918,63514.21807,FMZOL7NMTIAIEQBNRMWQD5FSK7A6MDVCIPMXLFJ6DN3TC3NXF4ZPAYSI4I
1416766.35344,62187.684264,N22RTFS26HEGTMZCLRGBKSXWWBQ5KINVEKGNBMVT5ED7NDJXQGKVAMDCZ4
1406142.475511,61721.358702,FYTATNF323OIPS3DZX4OION4M2YDPH2A77QDRNRLOJFN4HNKDGGWN7AD2E
1401521.070464,61518.506285,EVWYE75KM6C7BP3KJLOKRR3PK4Y5CIPLLO3KTPDL2QLDLNVTEBUJXL6U6A
1400937.883355,61492.907812,E5GUVQTBWA22XJWCIIPMET4VZPNHOZUB2E3VTRYZOKOG3FIWBCUPL6IFYM
1382450.110551,60681.40366,UPHSXCIIPEAQTZV5KSVG4AEHX3WWJEPGSBWTI2RDNJ3JBUCF5PIGOEXZDU
1367098.130392,60007.542305,MBBDIPQQI5HJRFRHZ6AXPVVEPNDQZQXAFCYIZTRVWISERYRMPZ4NSPX5R4
1365282.197544,59927.833567,COUEE7RVMIVQUVFQ4WSBGUWNIQELQWAENP625RBVXS6S4AWFRT5EHMVEZM
1354836.652328,59469.335758,XAFITVEYRC475CMIFAMGA76SO3MLYTKYEFB5HD5MPQUYJRE35CQMF43HWU
1351568.061623,59325.863911,QTMMQZ4TP2HRNX7QJW5HFMNGGIXFTENK7JCDM7GUOTJCDHSC5CTZ7YTMPY
1347734.646487,59157.599602,ZGWHSEHORXD2UMOEMHB43IZ5L3O6MBQY4RQ5XC5H5DBEVMI3HTCNHB6QBM
1341229.687626,58872.070286,G2OYAUKAEINBZ4YHUDYDDARZY3PXE7TBHN37ACIXHUPVIYWRHALO2I326E
1337760.732211,58719.80361,P6JG3VPCUYBFUG5G37SR6WRWNJ2TWVEVTNW3H434WCSY4WYV6UXUINJ6U4
1308375.456284,57429.963364,LNAFIFNIKKMZLMGVJ3QQJJ5MBK5ALIURNLGZQQLTJ42QPVWG6M22455UNU
1300005.802167,57062.584928,ACP4CXBXEVEYH6LKZRFWF2HG3FEESIWJWTYBSTQELR7K46G3IHYFAPFX3E
1295434.926796,56861.950466,RPAPIUCL47DCJWH7GP5V3CV7PYHQLDRWSPWJSBFRWTPHDJEH4W34W5DPCM
1283711.641001,56347.367385,4P6ZAQ3EWT2W3UZMIESPDUYJAFFAMYOQ3K2PVTSAF6VF224MQ7C2F45GM4
1279271.697465,56152.480059,THRC44EKQ73L34IYTYPRFPGC3REXKWD2JXHJLWADLLAK34XQAPTWDUES2A
1274690.796878,55951.405549,THKCRZWDWNRR6EAD6OLRMCJ2EDJJTA2N4LIR2J6K4ZNYICB5LM7VOGK54I
1270446.390478,55765.10115,MRBEANELODCUSKAAADO6DEPWPRZRLSKDEORXSFDPFPNUSQURYHTNLXC4L4
1267607.962618,55640.510913,DONYNZSF2B6JMTPHLDK3ETVUQ4JIZNS45SJAGNMQWMEHPH5VSAQVSWK2SQ
1260063.932617,55309.372504,2DMFXPPEGTMGIWFOVTBM2RLMR6DEGZU36QWQZ42CEK4FUGSIVV54DMZQRQ
1257681.26692,55204.787537,CCZEKZ32WP2WU3CF3PIPXD5OJAJLXOJNLR22VXHV3EEXUVW22GXILLHIZI
1254194.16171,55051.724192,2DFT2YWDJXQKTP4AFHNKOATBJ6VI2KKVKNCKV4W62AHXFDO4DZWBWINCQE
1252834.724961,54992.052939,HEMLKSDBDPER2J22FXXR7LTUEAMZ5S7ZCL3OQ5TYA2Y3F5JLUOI3WUC3L4
1238896.272987,54380.237132,EYKYEKP7CIEOWSGGD7VZRB26ZAQ2WJ4W7RNUY7SPFMPCDB4FLE3H4HIJQY
1235117.784787,54214.383792,F5UMKWRTQX7N7H6LAVSNOEOMJ2RG6DU4AURX2R7BICN6HVJUANAX7H4ZJM
1227967.085121,53900.510264,6GAFHVBW2G4RX4TPZ2F5GA6UHYMRGSUZC6WLY7BXS5KB7JINVEQNGHFB2A
1226645.985267,53842.521775,3FYX2XABFADN752JHFOAPIBEI46PTDU6ZTMFEMNOYFCXRZ6ZA7M3GAWDNU
1218987.680401,53506.367374,H6N66KXKZTS42X43K2QZX52HMKC7A4MJIE5STLAROYVZT2JXPSDB2IDCDA
1216281.114879,53387.565116,LTSTZLROQM7RFACDZ5VMUJWHYPB5HT52O3WGZBOK5DNPO7EA5PF4RMYRY4
1204732.468684,52880.647683,3JSDGQ7N4XGE2L5XZZYTZH3XUXXJNA64AHVIOP7SC3MCIFH3AGC6VP5JVU
1202608.83974,52787.432901,NJ7REXMPDMROFOJM5BGI2GY5BQ5WFCY2TPC65BAP3JVJXJVYWVLX5ZCQGI
1194883.163544,52448.321296,SXAMXMRSSZXITSJL7PX3ILB3LQCHJGNT4S56XLHMBLYBH6TZ52OBAMD3R4
1181852.030843,51876.331452,ZKXCVCQ7EFOZC5QPVGXUBSUIK6P4XUT6KYDIBIKVDEGO6JHQXIJO2AMXFU
1176005.189109,51619.689595,KKV5EDLPX5KOXS36EMEG5UHODPWCCFSOTMLYI5CAI5FMT2AEL3Q2S4FBOE
1169672.955702,51341.741907,OUGIJ4EEKCI5ZVHTJ5IXO6DDB7PLENENHUKDKPWDNYTMUZYUJOYB57JORI
1160305.168655,50930.551324,XU6NXRVJMJMHVWCC77AOKK43ITG6YSMZB4Q74VUNYFQ27ZNJJHIYI5R7XE
1155908.221866,50737.551301,AGKB3ISLYO2UEULNOAY727XLHJ4DUPD4ROF6WCUSMZQ5436HF3VYDJ3FEM
1155200.047016,50706.466603,Y6GQYJYIQQZLEYVVENZHBWAOEVLNWAX6NKYYP5WGAXYIKQ2RPD4KKO4N4I
1153945.922331,50651.417929,DYKW6EWBHT5NRREOXI6DBAVP4DWYHV62LYWP7E7GFABQKKHGA3EAIORO5E
1153553.905398,50634.210698,UQXYGA6ULSAGYR5JJ7BMXYDU7RNGAEHXM2QSHDQGNNPIZ7MJZ3HLKVJ4KU
1152923.600698,50606.54404,K6LHZJ37SPRTU57CLRCU5IGKSMHHIKR2N3T3U2EEPLDOL3KDTNL5YR4PQI
1140961.513113,50081.47897,D2YJHGUUGZAHJF6QRIB7QD23FAOUCORADDJAT2V7TJ3O4IRJMDLFDHBAM4
1137686.453789,49937.723187,4H4LHNPEJ4O7TJ74XNXWNQH2U6QPNNSJ6DCL4ULN6N2NHT6P6MMXGLZ5SY
1137623.569638,49934.962944,U7NDSIXZHZU4JQ2S22DVGLK7K24KTENUS7LR5XT3KHJC2FRKCVGYCLGSPQ
1135671.014099,49849.257276,VKOJPM2GKDZ5PAS6C62P26FHCCG25AYTZNKQ5IKK37MN3L3443VPZSRUME
1116765.75167,49019.427793,CWJ4DQB6MFBM6KTNCBB77YYBUOTGBX2PQ4Q6ETI3JQXZ6TJITPYSSLTLP4
1110288.163863,48735.099904,6Q74W36WN35KYKWJ3TLYZKG7AVKTUQQPKF3URGFFQY4NMUWVHCDL53GRFY
1108362.230035,48650.562772,OQ72P2FYDEJEFIEI6JMFUUE3ZHM5FGJGVUHCEVNJMOMXZ5TRNXHFMCXPEY
1103650.016458,48443.724397,MDLTJBP55BZZYERYHYFG7OU42XTOC6I5242R7MFDAXUEAURAXYL5KDGAYQ
1101885.185058,48366.258711,4SSL4WDETS3IW7BZDPUVV7ODLMKMIEWP4UHX4E6FC77GYZW4M2D7WH46AQ
1095167.342794,48071.385069,TP33CGHWFSRX5FPVRUF2M2QXUMZE25KBUTYY3FQD34RDQF2B5Z6B4YKJXU
1090569.21589,47869.554426,74Q257MJXGJMVAWLWDLNHPRPBCGPOU53GLZRFO7FGV6VS2SKDIQJWIPCKM
1090281.767543,47856.93714,XHJNQY75P7CC2Z5IYM5CQFLYEH63O7SHU2T7GS7BJE7HT32H243BYUQT5A
1083269.657746,47549.14689,RPU2CFEZD54CMFWLLSBJV6JX7PWT7GLN6CVXPI2DJPDHBFNRF6SDSWAEZI
1074757.19909,47175.500177,R3XDGN65S3DF6L55PU3YGZJ4P6AYWSBQETDJ7TLJCYLBTBAWAEP5Z4OVLE
1064367.883777,46719.47053,DE5BOPLBKRMWKEOLV5INS76MHQNL7IMGY5EEHFXLPJFTEPPNGQ2PY55KV4
1063583.218909,46685.028371,X7TVAOK2RQAUFWD34XVNTHYWLE6TDSMXCINR2GWMQPXV3MVZ4YK6Y6IXLM
1063524.832508,46682.465553,GSOKVSVSL6HQYLEIOI3L7KDFWJCNQPLBOM2JJL7TW7CX2SEOCPDWVESF4I
1063389.278603,46676.515536,TVKHXJHNCXZKJI4QMHWCO7BFUZO6CKVL3E5ZXJCCVPW6AVPAMRCPTWMEQQ
1055752.270532,46341.295939,NIZN5HCZXODMZTCQARTP6NVRIN55VSHEACOKESFRTMAVLVXG6Y45XKFHFQ
1054120.219489,46269.658527,IGS6N4EEP34QAAOT6ERIBVEW5BQTCNID5SQUXM2J2DEAHHVGOP5F5TXH5A
1050442.696386,46108.236959,HPH62IFO43JEAY72XQPKBIBEBBVYRYO6WLJRLN7I3J6ICAUJR4BQU52VYY
1050259.725091,46100.205599,DD7FMNFMC5HU4DC5PB5R7DITPF6F4RG4CL6RTEEQABLFLMTLICXR4DIQKE
